Mapa,Cve_Ent,Nom_Ent,Nom_Abr,Cve_Mun,Nom_Mun,Cve_Loc,Nom_Loc,Ámbito,Latitud,Longitud,Lat_Decimal,Lon_Decimal,Altitud,Cve_Carta,Pob_Total,Pob_Masculina,Pob_Femenina,Total De Viviendas Habitadas
"230110004","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0004","Abdiel","R","21°02´09.105"N","087°06´11.311"W","21.03586300","-87.10314200","0009","F16C49","-","-","-","-"
"230110005","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0005","Addy","R","21°02´31.068"N","087°05´28.429"W","21.04196300","-87.09123000","0011","F16C49","1","*","*","1"
"230110006","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0006","Adrian Poot Pech","R","21°03´13.244"N","087°04´45.607"W","21.05367900","-87.07933500","0009","F16C49","-","-","-","-"
"230110007","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0007","Agua Escondida","R","21°01´14.942"N","087°08´04.780"W","21.02081700","-87.13466100","0007","F16C49","4","*","*","1"
"230110008","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0008","Alcatraz","R","20°57´09.036"N","087°18´00.679"W","20.95251000","-87.30018900","0007","F16C59","0","0","0","0"
"230110011","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0011","Ámel García Ramírez","R","20°57´34.990"N","087°07´17.807"W","20.95971900","-87.12161300","0011","F16C59","-","-","-","-"
"230110012","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0012","Ángel Bautista","R","20°51´17.178"N","086°55´52.550"W","20.85477200","-86.93126400","0005","F16D51","-","-","-","-"
"230110013","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0013","Ángel Esteban","R","21°03´57.932"N","087°06´23.376"W","21.06609200","-87.10649300","0013","F16C49","-","-","-","-"
"230110014","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0014","Angélica Dorantes Ordoñez","R","20°52´10.721"N","086°56´08.185"W","20.86964500","-86.93560700","0002","F16D51","-","-","-","-"
"230110016","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0016","La Ceiba","R","21°00´59.908"N","087°08´39.375"W","21.01664100","-87.14427100","0007","F16C49","9","*","*","2"
"230110017","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0017","Aquí la Gloria","R","20°55´01.561"N","086°50´43.860"W","20.9171","-86.84551700","0006","F16D51","-","-","-","-"
"230110020","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0020","Argenis III","R","20°56´44.929"N","087°19´05.811"W","20.94581400","-87.31828100","0011","F16C59","0","0","0","0"
"230110021","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0021","Arietes","R","20°58´19.312"N","087°14´48.442"W","20.97203100","-87.24678900","0010","F16C59","0","0","0","0"
"230110022","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0022","Avestruces","R","20°56´57.360"N","087°18´30.870"W","20.94926700","-87.30857500","0007","F16C59","0","0","0","0"
"230110023","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0023","Azul Sensatori [Hotel]","R","20°53´49.760"N","086°51´24.580"W","20.89715600","-86.85682800","0009","F16D51","-","-","-","-"
"230110025","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0025","Belosol Beach Club","R","20°54´21.451"N","086°50´51.004"W","20.90595900","-86.84750100","0008","F16D51","0","0","0","0"
"230110026","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0026","Benito Juárez [Vivero Forestal]","R","21°03´59.481"N","087°04´56.645"W","21.06652300","-87.08240100","0009","F16C49","4","*","*","2"
"230110027","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0027","Boca del Puma","R","20°51´51.074"N","087°03´21.497"W","20.86418700","-87.05597100","0006","F16C59","1","*","*","1"
"230110028","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0028","Campestre Dos","R","21°03´09.199"N","087°05´31.120"W","21.05255500","-87.09197800","0010","F16C49","1","*","*","1"
"230110029","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0029","Campo de Sol","R","20°56´22.839"N","087°08´14.463"W","20.93967800","-87.13735100","0015","F16C59","-","-","-","-"
"230110030","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0030","Campo Nuevo","R","21°00´37.716"N","087°09´18.518"W","21.01047700","-87.15514400","0005","F16C49","5","*","*","1"
"230110031","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0031","Caracolillo","R","21°04´04.805"N","087°06´01.114"W","21.06800100","-87.10030900","0013","F16C49","-","-","-","-"
"230110032","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0032","Casa los Arcos","R","20°50´13.000"N","086°55´22.000"W","20.83694400","-86.92277800","0008","F16D51","8","*","*","2"
"230110033","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0033","Central Vallarta","R","20°51´46.940"N","087°02´56.203"W","20.86303900","-87.04894500","0005","F16C59","20","12","8","5"
"230110034","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0034","Centro Cristiano Peniel [Campamento]","R","21°05´51.664"N","087°05´24.549"W","21.09768400","-87.09015300","0007","F16C49","2","*","*","2"
"230110035","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0035","Chac-Tun Ché","R","20°51´29.738"N","086°59´20.681"W","20.85826100","-86.98907800","0006","F16D51","0","0","0","0"
"230110036","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0036","Chan Dzonot","R","20°51´25.985"N","086°58´33.510"W","20.85721800","-86.97597500","0005","F16D51","3","*","*","1"
"230110037","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0037","Chari","R","21°02´11.872"N","087°06´12.694"W","21.03663100","-87.10352600","0009","F16C49","-","-","-","-"
"230110038","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0038","Chilam Balam","R","20°57´49.616"N","087°16´16.784"W","20.96378200","-87.27132900","0010","F16C59","5","*","*","2"
"230110039","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0039","El Retoño","R","21°04´02.402"N","087°06´13.073"W","21.06733400","-87.10363100","0007","F16C49","-","-","-","-"
"230110040","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0040","Colibrí","R","20°56´49.990"N","087°18´58.892"W","20.94721900","-87.31635900","0010","F16C59","0","0","0","0"
"230110041","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0041","Corazón [Rancho]","R","21°02´06.410"N","087°06´15.323"W","21.03511400","-87.10425600","0009","F16C49","-","-","-","-"
"230110042","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0042","Cottini Girolo Renato","R","20°51´18.367"N","086°58´22.083"W","20.85510200","-86.97280100","0005","F16D51","-","-","-","-"
"230110044","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0044","Cruz de la Selva","R","20°51´26.660"N","086°58´31.401"W","20.85740600","-86.97538900","0005","F16D51","0","0","0","0"
"230110045","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0045","Cruz de la Selva","R","20°51´28.667"N","086°59´37.885"W","20.85796300","-86.99385700","0013","F16D51","-","-","-","-"
"230110046","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0046","Cuna de Lobos","R","21°03´18.189"N","087°04´45.222"W","21.05505300","-87.07922800","0009","F16C49","7","*","*","2"
"230110047","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0047","David Euan Canché","R","20°57´33.991"N","087°07´37.459"W","20.95944200","-87.12707200","0010","F16C59","0","0","0","0"
"230110048","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0048","Dejeos","R","20°58´04.724"N","087°15´47.288"W","20.96797900","-87.26313600","0003","F16C59","0","0","0","0"
"230110049","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0049","Delta Premezclados","R","20°55´03.674"N","086°52´31.103"W","20.91768700","-86.87530600","0010","F16D51","0","0","0","0"
"230110050","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0050","Desiré","R","20°54´09.822"N","086°50´55.786"W","20.90272800","-86.84882900","0008","F16D51","0","0","0","0"
"230110051","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0051","Diez de Septiembre","R","21°02´26.255"N","087°05´36.449"W","21.04062600","-87.09345800","0011","F16C49","2","*","*","1"
"230110052","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0052","DIMASUR","R","20°54´41.933"N","086°52´35.097"W","20.91164800","-86.87641600","0009","F16D51","0","0","0","0"
"230110053","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0053","Doctor Alfredo Barrera Marín [Jardín Botánico]","R","20°50´42.953"N","086°54´13.033"W","20.84526500","-86.90362000","0006","F16D51","0","0","0","0"
"230110055","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0055","Dos Potrillos","R","20°58´12.798"N","087°15´15.812"W","20.97022200","-87.25439200","0004","F16C59","3","*","*","1"
"230110056","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0056","El Abuelo","R","21°02´48.649"N","087°04´58.217"W","21.04684700","-87.08283800","0010","F16C49","3","*","*","1"
"230110058","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0058","El Álamo","R","20°53´29.536"N","086°53´29.094"W","20.89153800","-86.89141500","0007","F16D51","-","-","-","-"
"230110059","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0059","El Álamo Dos [Rancho]","R","21°00´26.600"N","087°08´32.900"W","21.00738900","-87.14247200","0016","F16C49","-","-","-","-"
"230110060","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0060","El Álamo Uno [Rancho]","R","21°00´26.930"N","087°08´25.006"W","21.00748100","-87.14027900","0016","F16C49","-","-","-","-"
"230110062","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0062","El Bejucal","R","21°02´19.419"N","087°05´49.932"W","21.03872800","-87.09720300","0010","F16C49","-","-","-","-"
"230110063","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0063","Quinta El Cardenal (Km 288.5)","R","21°02´21.745"N","087°05´51.518"W","21.03937400","-87.09764400","0010","F16C49","0","0","0","0"
"230110064","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0064","El Cardenal","R","20°51´18.353"N","086°55´49.323"W","20.85509800","-86.93036800","0004","F16D51","2","*","*","1"
"230110065","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0065","El Carrizal","R","21°01´53.910"N","087°06´48.536"W","21.03164200","-87.11348200","0008","F16C49","5","*","*","2"
"230110066","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0066","El Cedral","R","20°58´46.957"N","087°10´31.674"W","20.97971000","-87.17546500","0008","F16C59","0","0","0","0"
"230110067","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0067","El Chaparral","R","21°03´46.528"N","087°06´44.067"W","21.06292400","-87.11224100","0007","F16C49","-","-","-","-"
"230110068","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0068","El Chus","R","21°03´03.965"N","087°05´32.117"W","21.05110100","-87.09225500","0010","F16C49","1","*","*","1"
"230110069","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0069","El Cocal","R","21°00´06.721"N","087°10´01.866"W","21.00186700","-87.16718500","0006","F16C49","0","0","0","0"
"230110070","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0070","El Colorado","R","21°01´41.273"N","087°08´30.575"W","21.02813100","-87.14182600","0008","F16C49","0","0","0","0"
"230110071","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0071","El Conquistador","R","20°53´11.567"N","087°05´17.547"W","20.88654600","-87.08820800","0016","F16C59","-","-","-","-"
"230110072","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0072","Maya Bacab","R","20°58´17.878"N","087°14´59.496"W","20.97163300","-87.24986000","0010","F16C59","0","0","0","0"
"230110073","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0073","El Corcel","R","21°02´00.064"N","087°06´29.261"W","21.03335100","-87.10812800","0008","F16C49","-","-","-","-"
"230110074","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0074","El Cubano [Rancho]","R","20°52´11.837"N","086°56´00.596"W","20.86995500","-86.93349900","0005","F16D51","-","-","-","-"
"230110075","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0075","El Discípulo","R","20°51´24.101"N","086°57´35.323"W","20.85669500","-86.95981200","0006","F16D51","2","*","*","1"
"230110076","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0076","El Don","R","20°58´18.733"N","087°14´55.869"W","20.97187000","-87.24885300","0004","F16C59","0","0","0","0"
"230110077","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0077","El Dorado","R","21°02´03.643"N","087°06´22.474"W","21.03434500","-87.10624300","0008","F16C49","0","0","0","0"
"230110078","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0078","El Gran Chaparral","R","20°58´45.432"N","087°13´37.839"W","20.97928700","-87.22717800","0010","F16C59","0","0","0","0"
"230110079","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0079","El Jaguar","R","20°52´16.641"N","087°05´15.316"W","20.87128900","-87.08758800","0009","F16C59","-","-","-","-"
"230110080","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0080","El Maduro","R","20°53´28.325"N","087°19´16.288"W","20.89120100","-87.32119100","0003","F16C59","2","*","*","1"
"230110082","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0082","El Nido del Águila","R","21°01´16.363"N","087°07´56.207"W","21.02121200","-87.13228000","0007","F16C49","0","0","0","0"
"230110084","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0084","El Pájaro Loco","R","20°51´20.000"N","086°56´22.000"W","20.85555600","-86.93944400","0009","F16D51","8","*","*","2"
"230110085","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0085","El Paradero","R","21°02´33.299"N","087°05´27.171"W","21.04258300","-87.09088100","0011","F16C49","1","*","*","1"
"230110086","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0086","El Paraíso [Rancho]","R","21°02´43.944"N","087°05´02.374"W","21.04554000","-87.08399300","0010","F16C49","-","-","-","-"
"230110087","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0087","El Pavo [Rancho]","R","21°00´00.200"N","087°08´07.800"W","21.00005600","-87.1355","0016","F16C49","-","-","-","-"
"230110088","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0088","El Pedregal","R","21°01´06.612"N","087°08´20.081"W","21.01850300","-87.13891100","0007","F16C49","5","*","*","1"
"230110089","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0089","El Pedregal","R","20°51´29.000"N","086°59´33.000"W","20.85805600","-86.9925","0007","F16D51","13","4","9","3"
"230110090","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0090","El Porvenir","R","21°02´55.229"N","087°04´46.032"W","21.04867500","-87.07945300","0009","F16C49","7","*","*","1"
"230110091","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0091","El Potrillo","R","20°51´17.254"N","086°56´27.419"W","20.85479300","-86.94095000","0005","F16D51","6","*","*","1"
"230110092","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0092","El Quelite","R","21°02´03.964"N","087°07´42.777"W","21.03443400","-87.12854900","0008","F16C49","0","0","0","0"
"230110094","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0094","El Retiro","R","20°58´45.115"N","087°13´29.648"W","20.97919900","-87.22490200","0005","F16C59","0","0","0","0"
"230110095","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0095","El Rey Polo Country","R","20°51´37.868"N","087°00´41.811"W","20.86051900","-87.01161400","0008","F16C59","2","*","*","1"
"230110097","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0097","El Tío Gil","R","20°51´59.330"N","087°04´18.022"W","20.86648100","-87.07167300","0009","F16C59","2","*","*","1"
"230110098","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0098","El Trópico","R","20°59´58.888"N","087°10´35.814"W","20.99969100","-87.17661500","0007","F16C59","10","*","*","1"
"230110100","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0100","El Willy (Parcela Diecisiete)","R","21°03´44.220"N","087°05´22.968"W","21.06228300","-87.08971300","0009","F16C49","5","*","*","1"
"230110102","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0102","Eladio Betancourt","R","20°58´17.957"N","087°10´39.201"W","20.97165500","-87.17755600","0008","F16C59","0","0","0","0"
"230110103","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0103","Eleodoro Gallegos","R","21°04´00.590"N","087°06´15.570"W","21.06683100","-87.10432500","0007","F16C49","-","-","-","-"
"230110105","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0105","Esmeralda","R","20°59´55.087"N","087°10´36.964"W","20.99863500","-87.17693400","0007","F16C59","7","*","*","2"
"230110106","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0106","Eulalio Caamal","R","21°03´11.182"N","087°04´45.665"W","21.05310600","-87.07935100","0009","F16C49","-","-","-","-"
"230110107","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0107","Fábrica de Hielo","R","20°58´50.611"N","087°13´29.629"W","20.98072500","-87.22489700","0005","F16C59","0","0","0","0"
"230110108","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0108","Fedajabu","R","21°00´53.598"N","087°08´48.520"W","21.01488800","-87.14681100","0006","F16C49","1","*","*","1"
"230110109","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0109","Fermín","R","20°58´42.000"N","087°13´43.000"W","20.97833300","-87.22861100","0010","F16C59","0","0","0","0"
"230110110","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0110","Galilea Antiguo Tezón","R","21°01´20.371"N","087°07´56.715"W","21.02232500","-87.13242100","0007","F16C49","2","*","*","1"
"230110111","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0111","Golden Sky","R","20°53´37.924"N","087°05´51.905"W","20.89386800","-87.09775100","0012","F16C59","-","-","-","-"
"230110113","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0113","Gustavo","R","20°49´18.773"N","086°55´43.255"W","20.82188100","-86.92868200","0007","F16D51","-","-","-","-"
"230110114","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0114","Hare Krishna","R","20°57´14.616"N","087°17´54.153"W","20.95406000","-87.29837600","0007","F16C59","-","-","-","-"
"230110115","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0115","Herlaz","R","21°00´43.529"N","087°09´00.991"W","21.01209100","-87.15027500","0005","F16C49","1","*","*","1"
"230110116","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0116","Hermanos Gómez","R","21°04´10.458"N","087°05´57.820"W","21.06957200","-87.09939400","0010","F16C49","-","-","-","-"
"230110117","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0117","Hermanos Loría Annel","R","21°02´07.400"N","087°06´14.402"W","21.03538900","-87.10400100","0009","F16C49","-","-","-","-"
"230110118","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0118","Hermanos Olivares","R","20°57´23.535"N","087°17´40.047"W","20.95653800","-87.29445800","0007","F16C59","0","0","0","0"
"230110119","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0119","Hernán","R","20°51´40.206"N","087°02´04.058"W","20.86116800","-87.03446100","0006","F16C59","1","*","*","1"
"230110120","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0120","Higos y Mandarinas","R","20°58´26.919"N","087°15´35.068"W","20.97414400","-87.25974100","0003","F16C59","0","0","0","0"
"230110122","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0122","Hueso Blanco","R","20°50´20.857"N","086°55´10.284"W","20.83912700","-86.91952300","0005","F16D51","0","0","0","0"
"230110123","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0123","Hugo Celis","R","21°01´48.189"N","087°06´54.012"W","21.03005300","-87.11500300","0008","F16C49","-","-","-","-"
"230110124","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0124","Ignacio Vázquez","R","21°03´31.699"N","087°06´47.885"W","21.05880500","-87.11330100","0008","F16C49","-","-","-","-"
"230110125","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0125","Interceramic [Bodegas]","R","20°55´44.534"N","086°52´14.906"W","20.92903700","-86.87080700","0008","F16D51","8","*","*","2"
"230110126","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0126","Ixora [Vivero]","R","21°00´01.452"N","087°10´32.788"W","21.00040300","-87.17577400","0006","F16C49","2","*","*","1"
"230110127","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0127","Ixtul","R","20°55´24.248"N","087°07´24.154"W","20.92340200","-87.12337600","0013","F16C59","-","-","-","-"
"230110128","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0128","Jardines Lol-Be","R","20°58´37.361"N","087°14´07.328"W","20.97704500","-87.23536900","0005","F16C59","0","0","0","0"
"230110129","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0129","Jauja","R","20°51´56.062"N","087°02´15.249"W","20.86557300","-87.03756900","0006","F16C59","0","0","0","0"
"230110130","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0130","Javier Briseño [Rancho]","R","21°04´09.249"N","087°04´55.073"W","21.06923600","-87.08196500","0009","F16C49","-","-","-","-"
"230110131","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0131","Jesús Salgado","R","21°02´30.830"N","087°05´35.601"W","21.04189700","-87.09322300","0011","F16C49","-","-","-","-"
"230110132","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0132","Jolie Jungle","R","20°55´39.157"N","087°07´34.980"W","20.92754400","-87.12638300","0013","F16C59","-","-","-","-"
"230110135","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0135","JR","R","20°58´27.000"N","087°14´22.000"W","20.97416700","-87.23944400","0010","F16C59","0","0","0","0"
"230110136","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0136","Juan Cupul","R","20°50´43.372"N","087°09´24.428"W","20.84538100","-87.15678600","0010","F16C59","0","0","0","0"
"230110137","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0137","Julián Jiménez Montalvo","R","20°58´46.234"N","087°13´42.894"W","20.97950900","-87.22858200","0005","F16C59","0","0","0","0"
"230110138","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0138","Kiimak in Wo'ol","R","20°51´25.000"N","086°59´49.000"W","20.85694400","-86.99694400","0007","F16D51","1","*","*","1"
"230110139","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0139","Kilómetro Catorce Punto Siete","R","20°51´44.000"N","087°02´32.000"W","20.86222200","-87.04222200","0008","F16C59","4","*","*","1"
"230110140","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0140","Iglesia de Dios Fuente de Manantial","R","21°02´16.251"N","087°05´57.033"W","21.03784800","-87.09917600","0010","F16C49","2","*","*","1"
"230110143","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0143","La Asunción","R","20°57´43.845"N","087°16´31.542"W","20.96217900","-87.27542800","0004","F16C59","1","*","*","1"
"230110145","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0145","La Carcajada","R","21°01´19.230"N","087°07´59.463"W","21.02200800","-87.13318400","0007","F16C49","1","*","*","1"
"230110146","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0146","La Changa","R","20°56´49.444"N","087°07´51.335"W","20.94706800","-87.13092600","0012","F16C59","3","*","*","1"
"230110147","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0147","La Concepción","R","20°59´02.083"N","087°06´39.337"W","20.98391200","-87.11092700","0008","F16C59","-","-","-","-"
"230110148","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0148","La Cueva del Tapir","R","20°51´20.352"N","086°59´42.215"W","20.85565300","-86.99506000","0011","F16D51","-","-","-","-"
"230110149","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0149","La Dama y el Caballero","R","21°05´08.407"N","087°05´22.826"W","21.08566900","-87.08967400","0008","F16C49","6","*","*","2"
"230110150","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0150","La Esperanza","R","21°05´14.819"N","087°05´28.250"W","21.08745000","-87.09118100","0008","F16C49","2","*","*","1"
"230110151","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0151","La Esperanza","R","20°49´52.320"N","087°03´35.172"W","20.8312","-87.05977000","0016","F16C59","-","-","-","-"
"230110152","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0152","La Granja","R","20°59´52.434"N","087°10´41.878"W","20.99789800","-87.17829900","0007","F16C59","0","0","0","0"
"230110153","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0153","La Greñuda","R","21°04´03.386"N","087°06´09.805"W","21.06760700","-87.10272400","0012","F16C49","-","-","-","-"
"230110154","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0154","La Guadalupana","R","21°03´27.264"N","087°06´10.070"W","21.05757300","-87.10279700","0007","F16C49","2","*","*","1"
"230110155","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0155","La Iguana","R","20°51´11.746"N","086°55´46.618"W","20.85326300","-86.92961600","0004","F16D51","1","*","*","1"
"230110156","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0156","La Jungla","R","21°00´14.454"N","087°10´13.484"W","21.00401500","-87.17041200","0006","F16C49","1","*","*","1"
"230110157","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0157","La Jungla","R","20°51´29.314"N","086°54´22.772"W","20.85814300","-86.90632600","0006","F16D51","1","*","*","1"
"230110158","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0158","La Libertad","R","20°53´55.102"N","087°19´21.848"W","20.89863900","-87.32273600","0003","F16C59","-","-","-","-"
"230110160","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0160","La Lupita","R","20°53´43.073"N","087°05´56.183"W","20.89529800","-87.09894000","0019","F16C59","-","-","-","-"
"230110161","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0161","La Milpa","R","21°05´49.240"N","087°05´26.381"W","21.09701100","-87.09066100","0007","F16C49","3","*","*","2"
"230110163","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0163","La Paz","R","20°59´07.434"N","087°11´15.455"W","20.98539800","-87.18762600","0007","F16C59","1","*","*","1"
"230110164","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0164","La Pura Reata","R","20°51´26.965"N","086°57´40.454"W","20.85749000","-86.96123700","0006","F16D51","7","*","*","1"
"230110165","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0165","La Rana","R","20°51´15.779"N","086°56´33.788"W","20.85438300","-86.94271900","0005","F16D51","0","0","0","0"
"230110166","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0166","La Roca","R","21°02´06.428"N","087°06´22.470"W","21.03511900","-87.10624200","0008","F16C49","0","0","0","0"
"230110167","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0167","La Selva","R","20°55´08.491"N","087°07´10.480"W","20.91902500","-87.11957800","0017","F16C59","-","-","-","-"
"230110168","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0168","La Siembra","R","21°02´53.000"N","087°07´45.000"W","21.04805600","-87.12916700","0008","F16C49","1","*","*","1"
"230110174","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0174","Lagos de San Juan","R","21°02´26.953"N","087°05´40.191"W","21.04082000","-87.09449800","0013","F16C49","-","-","-","-"
"230110175","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0175","Las Azucenas","R","20°58´09.000"N","087°12´52.000"W","20.96916700","-87.21444400","0010","F16C59","1","*","*","1"
"230110177","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0177","Las Carmelitas","R","20°58´06.280"N","087°15´34.404"W","20.96841100","-87.25955700","0003","F16C59","4","*","*","1"
"230110178","23","Quintana Roo","Q. Roo","011","Puerto Morelos","0178","Las Escondidas","R","21°00´24.145"N","087°08´30.385"W","21.00670700","-87.14177400","0016","F16C49","-","-","-","-"
