Mapa,Cve_Ent,Nom_Ent,Nom_Abr,Cve_Mun,Nom_Mun,Cve_Loc,Nom_Loc,Ámbito,Latitud,Longitud,Lat_Decimal,Lon_Decimal,Altitud,Cve_Carta,Pob_Total,Pob_Masculina,Pob_Femenina,Total De Viviendas Habitadas
"230010001","23","Quintana Roo","Q. Roo","001","Cozumel","0001","Cozumel","U","20°30´13.623"N","086°57´27.318"W","20.50378400","-86.95758800","0007","F16D61","77236","39113","38123","21537"
"230010021","23","Quintana Roo","Q. Roo","001","Cozumel","0021","Punta Celarain","R","20°16´21.639"N","086°59´17.081"W","20.27267800","-86.98807800","0003","F16D71","0","0","0","0"
"230010022","23","Quintana Roo","Q. Roo","001","Cozumel","0022","Punta Molas","R","20°35´21.246"N","086°43´27.657"W","20.58923500","-86.72434900","0004","F16D61","0","0","0","0"
"230010057","23","Quintana Roo","Q. Roo","001","Cozumel","0057","Las Palmitas","R","20°23´02.668"N","087°01´04.658"W","20.38407400","-87.01796100","0000","F16C79","4","*","*","1"
"230010067","23","Quintana Roo","Q. Roo","001","Cozumel","0067","El Cedral","R","20°22´03.228"N","086°59´33.133"W","20.36756300","-86.99253700","0000","F16D71","15","7","8","9"
"230010115","23","Quintana Roo","Q. Roo","001","Cozumel","0115","Palancar","R","20°21´18.000"N","087°01´26.000"W","20.3550","-87.02388900","0005","F16C79","0","0","0","0"
"230010122","23","Quintana Roo","Q. Roo","001","Cozumel","0122","Punta Morena","R","20°24´11.534"N","086°51´28.174"W","20.40320400","-86.85782600","0001","F16D71","2","*","*","1"
"230010141","23","Quintana Roo","Q. Roo","001","Cozumel","0141","Xel-Ha","R","20°19´10.774"N","087°21´24.575"W","20.31965900","-87.35682600","0004","F16C78","0","0","0","0"
"230010165","23","Quintana Roo","Q. Roo","001","Cozumel","0165","Buenavista","R","20°20´03.545"N","086°55´50.855"W","20.33431800","-86.93079300","0000","F16D71","0","0","0","0"
"230010232","23","Quintana Roo","Q. Roo","001","Cozumel","0232","Santa Rita","R","20°28´26.000"N","086°54´17.000"W","20.47388900","-86.90472200","0007","F16D71","15","9","6","4"
"230010265","23","Quintana Roo","Q. Roo","001","Cozumel","0265","Presidente Intercontinental","R","20°27´52.000"N","086°58´56.000"W","20.46444400","-86.98222200","0006","F16D71","3","*","*","1"
"230010270","23","Quintana Roo","Q. Roo","001","Cozumel","0270","Punta Chiqueros","R","20°20´43.919"N","086°54´01.367"W","20.34553300","-86.90038000","0000","F16D71","0","0","0","0"
"230010295","23","Quintana Roo","Q. Roo","001","Cozumel","0295","San Bernardo","R","20°26´29.398"N","086°51´50.815"W","20.44149900","-86.86411500","0000","F16D71","0","0","0","0"
"230010301","23","Quintana Roo","Q. Roo","001","Cozumel","0301","San Francisco","R","20°24´02.633"N","087°01´02.087"W","20.40073100","-87.01724600","0004","F16C79","0","0","0","0"
"230010305","23","Quintana Roo","Q. Roo","001","Cozumel","0305","San Jorge","R","20°27´18.498"N","086°52´56.228"W","20.45513800","-86.88228600","0000","F16D71","1","*","*","1"
"230010373","23","Quintana Roo","Q. Roo","001","Cozumel","0373","PASA Cozumel [Basurero Municipal]","R","20°22´02.000"N","086°54´30.000"W","20.36722200","-86.90833300","0010","F16D71","0","0","0","0"
"230010379","23","Quintana Roo","Q. Roo","001","Cozumel","0379","San José","R","20°27´47.990"N","086°51´05.468"W","20.46333100","-86.85151900","0000","F16D71","0","0","0","0"
"230010384","23","Quintana Roo","Q. Roo","001","Cozumel","0384","Los Garañones","R","20°26´50.982"N","086°52´23.864"W","20.44749500","-86.87329600","0000","F16D71","0","0","0","0"
"230010385","23","Quintana Roo","Q. Roo","001","Cozumel","0385","Caleta","R","20°27´56.918"N","086°58´47.633"W","20.46581100","-86.97989800","0000","F16D71","0","0","0","0"
"230010391","23","Quintana Roo","Q. Roo","001","Cozumel","0391","CAPA","R","20°28´36.067"N","086°54´24.695"W","20.47668500","-86.90686000","0009","F16D71","0","0","0","0"
"230010402","23","Quintana Roo","Q. Roo","001","Cozumel","0402","Mayan Bee","R","20°26´59.325"N","086°52´31.993"W","20.44981300","-86.87555400","0000","F16D71","6","5","1","3"
"230010414","23","Quintana Roo","Q. Roo","001","Cozumel","0414","Fiesta Americana","R","20°27´12.456"N","086°59´16.118"W","20.45346000","-86.98781100","0007","F16D71","0","0","0","0"
"230010418","23","Quintana Roo","Q. Roo","001","Cozumel","0418","María Luisa","R","20°30´39.485"N","086°52´45.785"W","20.51096800","-86.87938500","0000","F16D61","2","*","*","1"
"230010419","23","Quintana Roo","Q. Roo","001","Cozumel","0419","Cerro Chumul","R","20°23´14.991"N","086°52´18.025"W","20.38749800","-86.87167400","0000","F16D71","1","*","*","1"
"230010422","23","Quintana Roo","Q. Roo","001","Cozumel","0422","Dos Arbolitos","R","20°26´50.479"N","086°52´17.265"W","20.44735500","-86.87146300","0000","F16D71","0","0","0","0"
"230010426","23","Quintana Roo","Q. Roo","001","Cozumel","0426","La Estrella","R","20°28´40.628"N","086°54´34.172"W","20.47795200","-86.90949200","0009","F16D71","154","77","77","44"
"230010427","23","Quintana Roo","Q. Roo","001","Cozumel","0427","San Pedro","R","20°29´27.660"N","086°54´27.058"W","20.49101700","-86.90751600","0000","F16D71","3","*","*","1"
"230010432","23","Quintana Roo","Q. Roo","001","Cozumel","0432","Gallo de Oro","R","20°26´34.493"N","086°52´06.687"W","20.44291500","-86.86852400","0000","F16D71","4","*","*","1"
"230010452","23","Quintana Roo","Q. Roo","001","Cozumel","0452","Aldea Isla Grande","R","20°27´05.615"N","086°52´41.961"W","20.45156000","-86.87832300","0000","F16D71","0","0","0","0"
"230010456","23","Quintana Roo","Q. Roo","001","Cozumel","0456","Sol Estéreo","R","20°28´08.604"N","086°53´56.300"W","20.46905700","-86.89897200","0000","F16D71","1","*","*","1"
"230010462","23","Quintana Roo","Q. Roo","001","Cozumel","0462","Los Pinos","R","20°28´56.050"N","086°54´55.536"W","20.48223600","-86.91542700","0000","F16D71","1","*","*","1"
"230010465","23","Quintana Roo","Q. Roo","001","Cozumel","0465","San Andrés","R","20°22´29.013"N","087°00´17.043"W","20.37472600","-87.00473400","0000","F16C79","0","0","0","0"
"230010468","23","Quintana Roo","Q. Roo","001","Cozumel","0468","San Carlos","R","20°26´12.856"N","086°51´38.720"W","20.43690400","-86.86075600","0000","F16D71","2","*","*","1"
"230010474","23","Quintana Roo","Q. Roo","001","Cozumel","0474","México Lindo","R","20°28´48.768"N","086°54´44.014"W","20.48021300","-86.91222600","0000","F16D71","1","*","*","1"
"230010475","23","Quintana Roo","Q. Roo","001","Cozumel","0475","El Naranjal","R","20°26´57.023"N","086°52´24.280"W","20.44917300","-86.87341100","0000","F16D71","0","0","0","0"
"230010480","23","Quintana Roo","Q. Roo","001","Cozumel","0480","Rancho Lulú","R","20°26´26.290"N","086°51´39.684"W","20.44063600","-86.86102300","0000","F16D71","1","*","*","1"
"230010487","23","Quintana Roo","Q. Roo","001","Cozumel","0487","María Magdalena","R","20°29´33.317"N","086°54´11.492"W","20.49258800","-86.90319200","0000","F16D71","0","0","0","0"
"230010491","23","Quintana Roo","Q. Roo","001","Cozumel","0491","Mezcalitos","R","20°25´25.556"N","086°50´34.127"W","20.42376600","-86.84281300","0004","F16D71","0","0","0","0"
"230010494","23","Quintana Roo","Q. Roo","001","Cozumel","0494","Nuestra Señora de Guadalupe","R","20°27´23.394"N","086°52´59.721"W","20.45649800","-86.88325600","0000","F16D71","1","*","*","1"
"230010498","23","Quintana Roo","Q. Roo","001","Cozumel","0498","Palmar Primero","R","20°27´17.136"N","086°58´59.362"W","20.45476000","-86.98315600","0000","F16D71","13","8","5","5"
"230010505","23","Quintana Roo","Q. Roo","001","Cozumel","0505","Aqua Dorada","R","20°28´46.659"N","086°54´40.506"W","20.47962800","-86.91125200","0009","F16D71","0","0","0","0"
"230010515","23","Quintana Roo","Q. Roo","001","Cozumel","0515","Rancho Argüelles","R","20°26´45.742"N","086°52´17.415"W","20.44603900","-86.87150400","0000","F16D71","1","*","*","1"
"230010543","23","Quintana Roo","Q. Roo","001","Cozumel","0543","San Gervasio","R","20°29´53.836"N","086°50´42.276"W","20.49828800","-86.84507700","0010","F16D71","0","0","0","0"
"230010546","23","Quintana Roo","Q. Roo","001","Cozumel","0546","Paloma Negra","R","20°28´48.166"N","086°54´43.008"W","20.48004600","-86.91194700","0009","F16D71","14","6","8","3"
"230010561","23","Quintana Roo","Q. Roo","001","Cozumel","0561","Grand Occidental","R","20°22´35.806"N","087°01´23.324"W","20.37661300","-87.02314600","0003","F16C79","0","0","0","0"
"230010563","23","Quintana Roo","Q. Roo","001","Cozumel","0563","San Miguel Segundo","R","20°30´08.747"N","086°53´56.469"W","20.50243000","-86.89901900","0000","F16D61","0","0","0","0"
"230010576","23","Quintana Roo","Q. Roo","001","Cozumel","0576","La Milpa","R","20°28´34.316"N","086°54´25.869"W","20.47619900","-86.90718600","0008","F16D71","2","*","*","1"
"230010593","23","Quintana Roo","Q. Roo","001","Cozumel","0593","Sunscape","R","20°24´26.416"N","087°00´58.289"W","20.40733800","-87.01619100","0000","F16C79","4","3","1","4"
"230010595","23","Quintana Roo","Q. Roo","001","Cozumel","0595","San Bartolo","R","20°22´14.738"N","087°00´36.328"W","20.37076100","-87.01009100","0006","F16C79","1","*","*","1"
"230010617","23","Quintana Roo","Q. Roo","001","Cozumel","0617","Ramonales","R","20°27´19.366"N","086°53´01.174"W","20.45537900","-86.88365900","0000","F16D71","5","*","*","1"
"230010628","23","Quintana Roo","Q. Roo","001","Cozumel","0628","San Carlos","R","20°28´37.122"N","086°54´30.139"W","20.47697800","-86.90837200","0000","F16D71","34","17","17","11"
"230010735","23","Quintana Roo","Q. Roo","001","Cozumel","0735","La Amistad","R","20°28´49.999"N","086°54´45.734"W","20.48055500","-86.91270400","0000","F16D71","6","*","*","1"
"230010737","23","Quintana Roo","Q. Roo","001","Cozumel","0737","Punta Arrecifes","R","20°28´45.733"N","086°47´07.679"W","20.47937000","-86.78546600","0004","F16D71","0","0","0","0"
"230010738","23","Quintana Roo","Q. Roo","001","Cozumel","0738","La Cabaña del Pescador","R","20°32´48.000"N","086°55´42.000"W","20.54666700","-86.92833300","0006","F16D61","5","*","*","1"
"230010739","23","Quintana Roo","Q. Roo","001","Cozumel","0739","CALICA","R","20°35´15.808"N","087°08´56.154"W","20.58772400","-87.14893200","0007","F16C69","0","0","0","0"
"230010740","23","Quintana Roo","Q. Roo","001","Cozumel","0740","CALICA","R","20°34´19.170"N","087°07´50.815"W","20.57199200","-87.13078200","0009","F16C69","0","0","0","0"
"230010741","23","Quintana Roo","Q. Roo","001","Cozumel","0741","Paso María","R","20°28´03.339"N","086°58´20.517"W","20.46759400","-86.97236600","0000","F16D71","1","*","*","1"
"230010744","23","Quintana Roo","Q. Roo","001","Cozumel","0744","Chen Río","R","20°22´58.579"N","086°52´30.803"W","20.38293900","-86.87522300","0004","F16D71","0","0","0","0"
"230010745","23","Quintana Roo","Q. Roo","001","Cozumel","0745","Chichihualco","R","20°32´24.575"N","086°55´54.555"W","20.54016000","-86.93182100","0006","F16D61","5","*","*","2"
"230010746","23","Quintana Roo","Q. Roo","001","Cozumel","0746","Xkaliahche","R","20°21´09.000"N","086°59´46.000"W","20.3525","-86.99611100","0012","F16D71","1","*","*","1"
"230010749","23","Quintana Roo","Q. Roo","001","Cozumel","0749","Allegro Resort Cozumel","R","20°22´55.444"N","087°01´10.637"W","20.38206800","-87.01962100","0005","F16C79","1","*","*","1"
"230010750","23","Quintana Roo","Q. Roo","001","Cozumel","0750","The Money Bar Beach Club","R","20°27´28.914"N","086°59´08.088"W","20.45803200","-86.98558000","0006","F16D71","0","0","0","0"
"230010752","23","Quintana Roo","Q. Roo","001","Cozumel","0752","Los Gavilanes","R","20°27´03.597"N","086°57´00.204"W","20.45099900","-86.95005700","0008","F16D71","-","-","-","-"
"230010754","23","Quintana Roo","Q. Roo","001","Cozumel","0754","Huerto Familiar","R","20°28´23.543"N","086°58´10.160"W","20.47320600","-86.96948900","0000","F16D71","104","49","55","33"
"230010758","23","Quintana Roo","Q. Roo","001","Cozumel","0758","Villa Mafi","R","20°25´00.457"N","087°00´44.131"W","20.41679400","-87.01225900","0004","F16C79","0","0","0","0"
"230010760","23","Quintana Roo","Q. Roo","001","Cozumel","0760","San Juan","R","20°22´21.888"N","087°00´07.819"W","20.37274700","-87.00217200","0006","F16C79","0","0","0","0"
"230010763","23","Quintana Roo","Q. Roo","001","Cozumel","0763","Zazil-Beh","R","20°26´38.218"N","086°52´00.622"W","20.44394900","-86.86683900","0000","F16D71","0","0","0","0"
"230010764","23","Quintana Roo","Q. Roo","001","Cozumel","0764","Ubaldo Verde","R","20°26´40.579"N","086°52´04.647"W","20.44460500","-86.86795800","0000","F16D71","2","*","*","1"
"230010766","23","Quintana Roo","Q. Roo","001","Cozumel","0766","Edilberto Sosa León","R","20°27´22.000"N","086°53´00.000"W","20.45611100","-86.88333300","0008","F16D71","4","*","*","2"
"230010767","23","Quintana Roo","Q. Roo","001","Cozumel","0767","Ix-Chel","R","20°27´23.000"N","086°53´10.000"W","20.45638900","-86.88611100","0008","F16D71","0","0","0","0"
"230010768","23","Quintana Roo","Q. Roo","001","Cozumel","0768","Kilómetro Ocho y Medio","R","20°27´33.072"N","086°53´13.054"W","20.45918700","-86.88695900","0000","F16D71","4","*","*","1"
"230010769","23","Quintana Roo","Q. Roo","001","Cozumel","0769","Los Nueve Hermanos","R","20°28´54.792"N","086°54´51.030"W","20.48188700","-86.91417500","0000","F16D71","0","0","0","0"
"230010774","23","Quintana Roo","Q. Roo","001","Cozumel","0774","Tamaulipas [Rancho]","R","20°29´40.460"N","086°54´18.633"W","20.49457200","-86.90517600","0000","F16D71","3","*","*","1"
"230010776","23","Quintana Roo","Q. Roo","001","Cozumel","0776","Kilómetro Cuatro Punto Cinco","R","20°29´12.964"N","086°55´09.961"W","20.48693400","-86.91943400","0000","F16D71","7","*","*","1"
"230010777","23","Quintana Roo","Q. Roo","001","Cozumel","0777","Ecoparque Cuzam","R","20°29´21.094"N","086°55´20.145"W","20.48919300","-86.92226300","0008","F16D71","9","5","4","3"
"230010781","23","Quintana Roo","Q. Roo","001","Cozumel","0781","San Miguel","R","20°32´15.000"N","086°53´41.000"W","20.5375","-86.89472200","0004","F16D61","0","0","0","0"
"230010787","23","Quintana Roo","Q. Roo","001","Cozumel","0787","Quinta Vimar","R","20°26´30.981"N","086°59´32.077"W","20.44193900","-86.99224400","0000","F16D71","1","*","*","1"
"230010788","23","Quintana Roo","Q. Roo","001","Cozumel","0788","Kilómetro Doce","R","20°26´37.846"N","086°51´41.764"W","20.44384600","-86.86160100","0000","F16D71","5","*","*","1"
"230010790","23","Quintana Roo","Q. Roo","001","Cozumel","0790","El Mariachi","R","20°27´37.232"N","086°57´54.361"W","20.46034200","-86.9651","0000","F16D71","0","0","0","0"
"230010793","23","Quintana Roo","Q. Roo","001","Cozumel","0793","Las Palmeras","R","20°28´51.194"N","086°54´46.285"W","20.48088700","-86.91285700","0008","F16D71","72","41","31","17"
"230010794","23","Quintana Roo","Q. Roo","001","Cozumel","0794","Playa Bosh","R","20°17´33.842"N","086°57´28.590"W","20.29273400","-86.95794200","0000","F16D71","0","0","0","0"
"230010795","23","Quintana Roo","Q. Roo","001","Cozumel","0795","El Paso del Cedral","R","20°22´20.000"N","087°01´26.000"W","20.37222200","-87.02388900","0003","F16C79","0","0","0","0"
"230010797","23","Quintana Roo","Q. Roo","001","Cozumel","0797","Los Pinos","R","20°29´46.118"N","086°54´15.352"W","20.49614400","-86.90426400","0000","F16D71","6","*","*","2"
"230010798","23","Quintana Roo","Q. Roo","001","Cozumel","0798","Playa Corona","R","20°26´06.190"N","087°00´07.712"W","20.43505300","-87.00214200","0002","F16C79","0","0","0","0"
"230010799","23","Quintana Roo","Q. Roo","001","Cozumel","0799","Playa Mía","R","20°23´44.095"N","087°01´08.148"W","20.39558200","-87.01893000","0004","F16C79","0","0","0","0"
"230010800","23","Quintana Roo","Q. Roo","001","Cozumel","0800","Pueblo Nuevo","R","20°27´30.787"N","086°57´34.788"W","20.45855200","-86.95966300","0000","F16D71","17","13","4","6"
"230010801","23","Quintana Roo","Q. Roo","001","Cozumel","0801","Punta Francesa","R","20°22´01.308"N","087°01´29.142"W","20.36703000","-87.02476200","0002","F16C79","-","-","-","-"
"230010802","23","Quintana Roo","Q. Roo","001","Cozumel","0802","El Divino Niño Jesús","R","20°23´18.285"N","086°59´55.859"W","20.38841300","-86.99885000","0000","F16D71","7","*","*","1"
"230010809","23","Quintana Roo","Q. Roo","001","Cozumel","0809","Las Gemelas","R","20°26´53.000"N","086°52´20.000"W","20.44805600","-86.87222200","0009","F16D71","0","0","0","0"
"230010810","23","Quintana Roo","Q. Roo","001","Cozumel","0810","Garañones","R","20°27´25.294"N","086°53´07.699"W","20.45702600","-86.88547200","0000","F16D71","14","10","4","4"
"230010811","23","Quintana Roo","Q. Roo","001","Cozumel","0811","San Miguel","R","20°28´20.796"N","086°58´23.985"W","20.47244300","-86.97332900","0000","F16D71","1","*","*","1"
"230010813","23","Quintana Roo","Q. Roo","001","Cozumel","0813","San Miguel","R","20°29´49.403"N","086°54´13.279"W","20.49705600","-86.90368900","0000","F16D71","3","*","*","1"
"230010814","23","Quintana Roo","Q. Roo","001","Cozumel","0814","San Miguel Tercero","R","20°30´19.308"N","086°53´30.706"W","20.50536300","-86.89186300","0000","F16D61","0","0","0","0"
"230010816","23","Quintana Roo","Q. Roo","001","Cozumel","0816","Javier Escalante","R","20°29´26.927"N","086°55´27.217"W","20.49081300","-86.92422700","0000","F16D71","5","*","*","1"
"230010817","23","Quintana Roo","Q. Roo","001","Cozumel","0817","San Gabriel","R","20°23´34.507"N","086°59´43.903"W","20.39291900","-86.99552900","0000","F16D71","1","*","*","1"
"230010818","23","Quintana Roo","Q. Roo","001","Cozumel","0818","Santa Cecilia","R","20°26´06.674"N","086°51´23.459"W","20.43518700","-86.85651600","0000","F16D71","8","*","*","2"
"230010819","23","Quintana Roo","Q. Roo","001","Cozumel","0819","Santa Cecilia Nueva","R","20°26´20.361"N","086°51´20.715"W","20.43898900","-86.85575400","0000","F16D71","0","0","0","0"
"230010820","23","Quintana Roo","Q. Roo","001","Cozumel","0820","Santa María","R","20°27´03.665"N","086°52´33.488"W","20.45101800","-86.87596900","0000","F16D71","7","7","0","4"
"230010825","23","Quintana Roo","Q. Roo","001","Cozumel","0825","La Herradura","R","20°32´16.545"N","086°53´50.288"W","20.53792900","-86.89730200","0012","F16D61","1","*","*","1"
"230010836","23","Quintana Roo","Q. Roo","001","Cozumel","0836","Playa Bonita (Punta Chiqueros)","R","20°20´49.547"N","086°54´12.917"W","20.34709600","-86.90358800","0004","F16D71","0","0","0","0"
"230010837","23","Quintana Roo","Q. Roo","001","Cozumel","0837","San Antonio","R","20°30´38.720"N","086°52´47.584"W","20.51075600","-86.87988400","0000","F16D61","1","*","*","1"
"230010840","23","Quintana Roo","Q. Roo","001","Cozumel","0840","San Cipriano","R","20°29´20.185"N","086°55´19.106"W","20.48894000","-86.92197400","0000","F16D71","13","*","*","2"
"230010841","23","Quintana Roo","Q. Roo","001","Cozumel","0841","Playa San Martín","R","20°21´58.000"N","086°53´14.000"W","20.36611100","-86.88722200","0006","F16D71","0","0","0","0"
"230010845","23","Quintana Roo","Q. Roo","001","Cozumel","0845","Nueva Esperanza","R","20°28´30.578"N","086°54´33.199"W","20.47516100","-86.90922200","0000","F16D71","8","*","*","2"
"230010848","23","Quintana Roo","Q. Roo","001","Cozumel","0848","Chankanaab [Parque]","R","20°26´37.564"N","086°59´35.805"W","20.44376800","-86.99327900","0000","F16D71","0","0","0","0"
"230010854","23","Quintana Roo","Q. Roo","001","Cozumel","0854","La Esperanza","R","20°28´38.641"N","086°54´31.208"W","20.4774","-86.90866900","0000","F16D71","115","62","53","28"
"230010856","23","Quintana Roo","Q. Roo","001","Cozumel","0856","Fausto Coral","R","20°22´17.000"N","087°00´18.000"W","20.37138900","-87.0050","0006","F16C79","0","0","0","0"
"230010858","23","Quintana Roo","Q. Roo","001","Cozumel","0858","San Fernando","R","20°28´55.000"N","086°55´15.000"W","20.48194400","-86.92083300","0007","F16D71","211","113","98","55"
"230010859","23","Quintana Roo","Q. Roo","001","Cozumel","0859","Maya Luum","R","20°26´39.764"N","086°52´07.029"W","20.44437900","-86.86861900","0007","F16D71","3","*","*","1"
"230010861","23","Quintana Roo","Q. Roo","001","Cozumel","0861","Iberostar","R","20°22´13.760"N","087°01´16.086"W","20.37048900","-87.02113500","0007","F16C79","52","33","19","27"
"230010862","23","Quintana Roo","Q. Roo","001","Cozumel","0862","Iguanas Ranas","R","20°24´35.100"N","087°00´59.179"W","20.40975000","-87.01643900","0000","F16C79","9","4","5","3"
"230010869","23","Quintana Roo","Q. Roo","001","Cozumel","0869","El Refugio","R","20°25´23.805"N","086°52´29.165"W","20.42327900","-86.87476800","0000","F16D71","-","-","-","-"
"230010870","23","Quintana Roo","Q. Roo","001","Cozumel","0870","Hacienda Antigua","R","20°27´10.269"N","086°52´33.356"W","20.45285300","-86.87593200","0006","F16D71","0","0","0","0"
"230010873","23","Quintana Roo","Q. Roo","001","Cozumel","0873","Los Tres Regalos","R","20°32´25.000"N","086°56´00.455"W","20.54027800","-86.93346000","0000","F16D61","8","*","*","1"
"230010874","23","Quintana Roo","Q. Roo","001","Cozumel","0874","Laguna Ciega","R","20°32´39.302"N","086°52´52.033"W","20.54425100","-86.88112000","0004","F16D61","1","*","*","1"
"230010876","23","Quintana Roo","Q. Roo","001","Cozumel","0876","La Media Luna","R","20°27´18.479"N","086°52´45.716"W","20.45513300","-86.87936600","0000","F16D71","5","*","*","1"
"230010877","23","Quintana Roo","Q. Roo","001","Cozumel","0877","La Selva","R","20°28´19.427"N","086°54´46.979"W","20.47206300","-86.91305000","0000","F16D71","0","0","0","0"
"230010878","23","Quintana Roo","Q. Roo","001","Cozumel","0878","Nachi Cocom","R","20°23´04.871"N","087°01´17.373"W","20.38468600","-87.02149300","0003","F16C79","1","*","*","1"
"230010879","23","Quintana Roo","Q. Roo","001","Cozumel","0879","Rancho Palmitas","R","20°27´51.966"N","086°58´38.340"W","20.46443500","-86.97731700","0003","F16D71","0","0","0","0"
"230010881","23","Quintana Roo","Q. Roo","001","Cozumel","0881","Elio Carmichael [Escuela]","R","20°28´58.367"N","086°54´59.397"W","20.48288000","-86.91649900","0000","F16D71","0","0","0","0"
"230010887","23","Quintana Roo","Q. Roo","001","Cozumel","0887","Rancho Alegre","R","20°30´29.615"N","086°53´07.338"W","20.50822600","-86.88537200","0000","F16D61","3","*","*","2"
"230010888","23","Quintana Roo","Q. Roo","001","Cozumel","0888","Rancho Grande","R","20°26´26.249"N","086°51´48.109"W","20.44062500","-86.86336400","0000","F16D71","0","0","0","0"
"230010889","23","Quintana Roo","Q. Roo","001","Cozumel","0889","Don Ranulfo","R","20°27´11.000"N","086°52´49.000"W","20.45305600","-86.88027800","0009","F16D71","0","0","0","0"
"230010890","23","Quintana Roo","Q. Roo","001","Cozumel","0890","El Refugio","R","20°24´37.000"N","087°01´00.000"W","20.41027800","-87.01666700","0008","F16C79","0","0","0","0"
"230010891","23","Quintana Roo","Q. Roo","001","Cozumel","0891","Ranchitos","R","20°28´57.975"N","086°54´46.698"W","20.48277100","-86.91297200","0000","F16D71","75","42","33","19"
"230010893","23","Quintana Roo","Q. Roo","001","Cozumel","0893","Quinta la Bonita","R","20°29´43.199"N","086°54´15.695"W","20.49533300","-86.90436000","0000","F16D71","1","*","*","1"
"230010895","23","Quintana Roo","Q. Roo","001","Cozumel","0895","Santa Teresa","R","20°22´11.765"N","086°59´47.889"W","20.36993500","-86.99663600","0008","F16D71","0","0","0","0"
"230010898","23","Quintana Roo","Q. Roo","001","Cozumel","0898","El Curvato","R","20°27´15.999"N","086°51´37.739"W","20.45444400","-86.86048300","0008","F16D71","1","*","*","1"
"230010899","23","Quintana Roo","Q. Roo","001","Cozumel","0899","Varadero","R","20°26´59.063"N","086°59´21.759"W","20.44974000","-86.98937800","0000","F16D71","0","0","0","0"
"230010901","23","Quintana Roo","Q. Roo","001","Cozumel","0901","Yumka","R","20°29´35.890"N","086°54´21.029"W","20.49330300","-86.90584100","0000","F16D71","4","*","*","1"
"230010907","23","Quintana Roo","Q. Roo","001","Cozumel","0907","Casa Tunich","R","20°24´56.000"N","087°00´50.000"W","20.41555600","-87.01388900","0003","F16C79","2","*","*","1"
"230010914","23","Quintana Roo","Q. Roo","001","Cozumel","0914","Turquesa [Radio]","R","20°29´15.389"N","086°55´12.923"W","20.48760800","-86.92025600","0000","F16D71","0","0","0","0"
"230010916","23","Quintana Roo","Q. Roo","001","Cozumel","0916","Isabel","R","20°24´23.507"N","087°00´32.575"W","20.40653000","-87.00904900","0000","F16C79","0","0","0","0"
"230010917","23","Quintana Roo","Q. Roo","001","Cozumel","0917","Juan Leyenda Trigo","R","20°29´12.811"N","086°54´28.389"W","20.48689200","-86.90788600","0000","F16D71","9","*","*","2"
"230010919","23","Quintana Roo","Q. Roo","001","Cozumel","0919","Mundo Palancar","R","20°21´49.000"N","087°01´26.000"W","20.36361100","-87.02388900","0006","F16C79","1","*","*","1"
"230010924","23","Quintana Roo","Q. Roo","001","Cozumel","0924","Santa Rita","R","20°29´45.116"N","086°50´51.372"W","20.49586600","-86.84760300","0000","F16D71","0","0","0","0"
"230010926","23","Quintana Roo","Q. Roo","001","Cozumel","0926","Casa de las Flores","R","20°24´42.000"N","087°00´57.000"W","20.41166700","-87.01583300","0009","F16C79","1","*","*","1"
"230010927","23","Quintana Roo","Q. Roo","001","Cozumel","0927","Mister Sanchos","R","20°23´23.127"N","087°01´17.015"W","20.38975800","-87.02139300","0004","F16C79","0","0","0","0"
"230010928","23","Quintana Roo","Q. Roo","001","Cozumel","0928","Villas Pavo Real","R","20°22´25.000"N","087°00´23.000"W","20.37361100","-87.00638900","0010","F16C79","0","0","0","0"
"230010929","23","Quintana Roo","Q. Roo","001","Cozumel","0929","El Rincón [Héctor]","R","20°29´17.706"N","086°55´16.222"W","20.48825200","-86.92117300","0000","F16D71","2","*","*","1"
"230010931","23","Quintana Roo","Q. Roo","001","Cozumel","0931","Costa del Sol","R","20°24´48.059"N","087°00´53.296"W","20.41335000","-87.01480400","0008","F16C79","0","0","0","0"
"230010932","23","Quintana Roo","Q. Roo","001","Cozumel","0932","Las Fincas","R","20°29´53.000"N","086°54´58.000"W","20.49805600","-86.91611100","0008","F16D71","746","386","360","199"
"230010933","23","Quintana Roo","Q. Roo","001","Cozumel","0933","Paradise Condominiums","R","20°26´48.697"N","086°59´26.836"W","20.44686000","-86.99078800","0000","F16D71","6","*","*","1"
"230010934","23","Quintana Roo","Q. Roo","001","Cozumel","0934","Casa Birdie","R","20°23´49.000"N","087°01´06.000"W","20.39694400","-87.01833300","0005","F16C79","1","*","*","1"
"230010935","23","Quintana Roo","Q. Roo","001","Cozumel","0935","Osio Meliporas","R","20°24´47.900"N","087°00´56.883"W","20.41330600","-87.01580100","0000","F16C79","1","*","*","1"
"230010936","23","Quintana Roo","Q. Roo","001","Cozumel","0936","El Cielo [Villas]","R","20°26´47.949"N","086°59´26.621"W","20.44665300","-86.99072800","0000","F16D71","0","0","0","0"
"230010937","23","Quintana Roo","Q. Roo","001","Cozumel","0937","Paradise Beach","R","20°24´08.765"N","087°01´01.807"W","20.40243500","-87.01716900","0000","F16C79","0","0","0","0"
"230010938","23","Quintana Roo","Q. Roo","001","Cozumel","0938","Residencias Reef","R","20°24´16.760"N","087°00´57.760"W","20.40465600","-87.01604400","0005","F16C79","4","4","0","4"
